date,doy,length,u200
2019-05-09 00:00:00,2685,50316,6.45
2019-05-10 00:00:00,2686,50495,3.25
2019-05-11 00:00:00,2687,50671,7.96
2019-05-12 00:00:00,2688,50845,6.27
2019-05-13 00:00:00,2689,51016,5.64
2019-05-14 00:00:00,2690,51184,6.62
2019-05-15 00:00:00,2691,51349,5.93
2019-05-16 00:00:00,2692,51511,7.65
2019-05-17 00:00:00,2693,51670,5.88
2019-05-18 00:00:00,2694,51826,2.70
2019-05-19 00:00:00,2695,51979,7.19
2019-05-20 00:00:00,2696,52128,6.31
2019-05-21 00:00:00,2697,52274,9.98
2019-05-22 00:00:00,2698,52416,4.27
2019-05-23 00:00:00,2699,52555,5.78
2019-05-24 00:00:00,2700,52690,6.32
2019-05-25 00:00:00,2701,52822,2.64
2019-05-26 00:00:00,2702,52949,10.82
2019-05-27 00:00:00,2703,53073,8.23
2019-05-28 00:00:00,2704,53193,6.33
2019-05-29 00:00:00,2705,53308,4.61
2019-05-30 00:00:00,2706,53420,9.83
2019-05-31 00:00:00,2707,53526,6.57
2019-06-01 00:00:00,2708,53629,4.06
2019-06-02 00:00:00,2709,53728,7.89
2019-06-03 00:00:00,2710,53822,5.33
2019-06-04 00:00:00,2711,53911,6.49
2019-06-05 00:00:00,2712,53995,5.42
2019-06-06 00:00:00,2713,54075,6.65
2019-06-07 00:00:00,2714,54150,11.09
2019-06-08 00:00:00,2715,54221,17.48
2019-06-09 00:00:00,2716,54287,4.62
2019-06-10 00:00:00,2717,54347,5.71
2019-06-11 00:00:00,2718,54402,4.29
2019-06-12 00:00:00,2719,54453,7.37
2019-06-13 00:00:00,2720,54498,11.35
2019-06-14 00:00:00,2721,54538,5.80
2019-06-15 00:00:00,2722,54573,4.75
2019-06-16 00:00:00,2723,54603,6.36
2019-06-17 00:00:00,2724,54627,4.78
2019-06-18 00:00:00,2725,54647,2.23
2019-06-19 00:00:00,2726,54661,5.79
2019-06-20 00:00:00,2727,54670,7.50
2019-06-21 00:00:00,2728,54672,6.38
2019-06-22 00:00:00,2729,54671,6.15
2019-06-23 00:00:00,2730,54664,5.73
2019-06-24 00:00:00,2731,54652,6.26
2019-06-25 00:00:00,2732,54634,6.66
2019-06-26 00:00:00,2733,54612,6.23
2019-06-27 00:00:00,2734,54584,7.55
2019-06-28 00:00:00,2735,54551,4.19
2019-06-29 00:00:00,2736,54512,5.64
2019-06-30 00:00:00,2737,54469,7.35
2019-07-01 00:00:00,2738,54420,7.76
2019-07-02 00:00:00,2739,54367,5.25
2019-07-03 00:00:00,2740,54309,6.42
2019-07-04 00:00:00,2741,54245,2.73
2019-07-05 00:00:00,2742,54177,5.25
2019-07-06 00:00:00,2743,54103,7.05
2019-07-07 00:00:00,2744,54026,6.16
2019-07-08 00:00:00,2745,53943,8.16
2019-07-09 00:00:00,2746,53856,4.38
2019-07-10 00:00:00,2747,53764,4.10
2019-07-11 00:00:00,2748,53669,5.26
2019-07-12 00:00:00,2749,53567,7.10
2019-07-13 00:00:00,2750,53463,6.59
2019-07-14 00:00:00,2751,53354,6.46
2019-07-15 00:00:00,2752,53241,4.84
2019-07-16 00:00:00,2753,53124,2.47
2019-07-17 00:00:00,2754,53002,1.16
2019-07-18 00:00:00,2755,52878,6.49
2019-07-19 00:00:00,2756,52749,3.65
2019-07-20 00:00:00,2757,52616,9.39
2019-07-21 00:00:00,2758,52480,5.08
2019-07-22 00:00:00,2759,52340,7.30
2019-07-23 00:00:00,2760,52197,3.99
2019-07-24 00:00:00,2761,52051,7.26
2019-07-25 00:00:00,2762,51901,6.16
2019-07-26 00:00:00,2763,51748,9.08
2019-07-27 00:00:00,2764,51592,3.93
2019-07-28 00:00:00,2765,51432,6.04
2019-07-29 00:00:00,2766,51270,3.48
2019-07-30 00:00:00,2767,51105,6.93
2019-07-31 00:00:00,2768,50937,10.44
2019-08-01 00:00:00,2769,50766,7.45
2019-08-02 00:00:00,2770,50594,9.41
2019-08-03 00:00:00,2771,50418,4.95
2019-08-04 00:00:00,2772,50240,2.72
2019-08-05 00:00:00,2773,50059,7.46
2019-08-06 00:00:00,2774,49876,6.98
2019-08-07 00:00:00,2775,49691,9.91
2019-08-08 00:00:00,2776,49503,7.30
2019-08-09 00:00:00,2777,49314,10.77
2019-08-10 00:00:00,2778,49123,17.18
2019-08-11 00:00:00,2779,48929,9.67
2019-08-12 00:00:00,2780,48735,6.98
2019-08-13 00:00:00,2781,48537,7.64
2019-08-14 00:00:00,2782,48338,7.45
2019-08-15 00:00:00,2783,48138,10.76
2019-08-16 00:00:00,2784,47935,6.76
2019-08-17 00:00:00,2785,47732,9.58
2019-08-18 00:00:00,2786,47525,6.84
2019-08-19 00:00:00,2787,47318,9.65
2019-08-20 00:00:00,2788,47110,7.10
2019-08-21 00:00:00,2789,46900,3.62
2019-08-22 00:00:00,2790,46688,5.20
2019-08-23 00:00:00,2791,46475,2.49
2019-08-24 00:00:00,2792,46261,3.47
2019-08-25 00:00:00,2793,46046,2.33
2019-08-26 00:00:00,2794,45829,4.72
2019-08-27 00:00:00,2795,45611,2.23
2019-08-28 00:00:00,2796,45392,6.28
2019-08-29 00:00:00,2797,45171,6.82
2019-08-30 00:00:00,2798,44950,5.28
2019-08-31 00:00:00,2799,44728,3.82
2019-09-01 00:00:00,2800,44504,6.54
2019-09-02 00:00:00,2801,44280,6.01
2019-09-03 00:00:00,2802,44055,7.37
2019-09-04 00:00:00,2803,43828,10.48
2019-09-05 00:00:00,2804,43600,10.51
2019-09-06 00:00:00,2805,43372,10.87
2019-09-07 00:00:00,2806,43143,4.83
2019-09-08 00:00:00,2807,42914,6.06
2019-09-09 00:00:00,2808,42683,3.76
2019-09-10 00:00:00,2809,42451,2.64
2019-09-11 00:00:00,2810,42219,11.90
2019-09-12 00:00:00,2811,41986,7.09
2019-09-13 00:00:00,2812,41752,5.07
2019-09-14 00:00:00,2813,41517,3.18
2019-09-15 00:00:00,2814,41282,7.85
2019-09-16 00:00:00,2815,41045,3.42
2019-09-17 00:00:00,2816,40809,9.10
2019-09-18 00:00:00,2817,40572,4.75
2019-09-19 00:00:00,2818,40333,2.12
2019-09-20 00:00:00,2819,40094,3.79
2019-09-21 00:00:00,2820,39855,9.95
2019-09-22 00:00:00,2821,39615,8.21
2019-09-23 00:00:00,2822,39374,6.64
2019-09-24 00:00:00,2823,39133,11.12
2019-09-25 00:00:00,2824,38891,8.82
2019-09-26 00:00:00,2825,38649,11.17
2019-09-27 00:00:00,2826,38405,10.74
2019-09-28 00:00:00,2827,38162,14.27
2019-09-29 00:00:00,2828,37918,14.45
2019-09-30 00:00:00,2829,37673,9.15
2019-10-01 00:00:00,2830,37428,9.64
2019-10-02 00:00:00,2831,37182,8.67
2019-10-03 00:00:00,2832,36937,5.62
2019-10-04 00:00:00,2833,36690,11.27
2019-10-05 00:00:00,2834,36443,4.96
2019-10-06 00:00:00,2835,36196,12.69
2019-10-07 00:00:00,2836,35949,5.67
2019-10-08 00:00:00,2837,35701,9.56
2019-10-09 00:00:00,2838,35453,11.37
2019-10-10 00:00:00,2839,35205,11.05
2019-10-11 00:00:00,2840,34956,15.60
2019-10-12 00:00:00,2841,34707,3.50
2019-10-13 00:00:00,2842,34458,12.81
2019-10-14 00:00:00,2843,34209,7.39
2019-10-15 00:00:00,2844,33960,6.35
2019-10-16 00:00:00,2845,33710,10.76
2019-10-17 00:00:00,2846,33461,6.16
2019-10-18 00:00:00,2847,33211,15.25
2019-10-19 00:00:00,2848,32962,9.37
2019-10-20 00:00:00,2849,32713,1.79
2019-10-21 00:00:00,2850,32464,7.26
2019-10-22 00:00:00,2851,32215,5.48
2019-10-23 00:00:00,2852,31966,7.13
2019-10-24 00:00:00,2853,31716,11.61
2019-10-25 00:00:00,2854,31468,10.92
2019-10-26 00:00:00,2855,31221,13.87
2019-10-27 00:00:00,2856,30973,7.17
2019-10-28 00:00:00,2857,30726,2.27
2019-10-29 00:00:00,2858,30479,5.20
2019-10-30 00:00:00,2859,30234,7.49
2019-10-31 00:00:00,2860,29989,7.85
2019-11-01 00:00:00,2861,29744,11.07
2019-11-02 00:00:00,2862,29502,13.08
2019-11-03 00:00:00,2863,29259,5.54
2019-11-04 00:00:00,2864,29019,7.43
2019-11-05 00:00:00,2865,28779,4.46
2019-11-06 00:00:00,2866,28541,2.22
2019-11-07 00:00:00,2867,28304,10.81
2019-11-08 00:00:00,2868,28069,4.72
2019-11-09 00:00:00,2869,27835,11.72
2019-11-10 00:00:00,2870,27604,2.07
2019-11-11 00:00:00,2871,27374,13.41
2019-11-12 00:00:00,2872,27147,10.45
2019-11-13 00:00:00,2873,26921,8.50
2019-11-14 00:00:00,2874,26698,9.55
2019-11-15 00:00:00,2875,26478,8.62
2019-11-16 00:00:00,2876,26260,4.72
2019-11-17 00:00:00,2877,26045,2.92
2019-11-18 00:00:00,2878,25833,8.83
2019-11-19 00:00:00,2879,25624,7.05
2019-11-20 00:00:00,2880,25418,4.78
2019-11-21 00:00:00,2881,25216,7.30
2019-11-22 00:00:00,2882,25018,10.21
2019-11-23 00:00:00,2883,24824,9.75
2019-11-24 00:00:00,2884,24634,4.87
2019-11-25 00:00:00,2885,24448,7.00
2019-11-26 00:00:00,2886,24266,10.37
2019-11-27 00:00:00,2887,24089,12.25
2019-11-28 00:00:00,2888,23918,12.71
2019-11-29 00:00:00,2889,23750,7.58
2019-11-30 00:00:00,2890,23588,1.20
2019-12-01 00:00:00,2891,23433,7.37
2019-12-02 00:00:00,2892,23283,8.41
2019-12-03 00:00:00,2893,23138,7.76
2019-12-04 00:00:00,2894,23000,3.22
2019-12-05 00:00:00,2895,22867,8.72
2019-12-06 00:00:00,2896,22742,17.63
2019-12-07 00:00:00,2897,22624,9.79
2019-12-08 00:00:00,2898,22511,16.35
2019-12-09 00:00:00,2899,22407,10.14
2019-12-10 00:00:00,2900,22309,13.45
2019-12-11 00:00:00,2901,22219,7.15
2019-12-12 00:00:00,2902,22137,11.19
2019-12-13 00:00:00,2903,22062,5.68
2019-12-14 00:00:00,2904,21994,15.48
2019-12-15 00:00:00,2905,21935,15.01
2019-12-16 00:00:00,2906,21884,10.53
2019-12-17 00:00:00,2907,21841,13.89
2019-12-18 00:00:00,2908,21806,7.65
2019-12-19 00:00:00,2909,21779,13.63
2019-12-20 00:00:00,2910,21761,15.95
2019-12-21 00:00:00,2911,21750,12.08
2019-12-22 00:00:00,2912,21749,8.36
2019-12-23 00:00:00,2913,21756,10.67
2019-12-24 00:00:00,2914,21771,15.02
2019-12-25 00:00:00,2915,21794,7.89
2019-12-26 00:00:00,2916,21826,8.59
2019-12-27 00:00:00,2917,21867,6.55
2019-12-28 00:00:00,2918,21915,5.97
2019-12-29 00:00:00,2919,21971,9.43
2019-12-30 00:00:00,2920,22035,12.58
2019-12-31 00:00:00,2921,22107,5.46
2020-01-01 00:00:00,2922,22188,3.66
2020-01-02 00:00:00,2923,22275,8.94
2020-01-03 00:00:00,2924,22370,14.62
2020-01-04 00:00:00,2925,22474,12.48
2020-01-05 00:00:00,2926,22583,9.39
2020-01-06 00:00:00,2927,22700,9.05
2020-01-07 00:00:00,2928,22823,9.47
2020-01-08 00:00:00,2929,22954,9.72
2020-01-09 00:00:00,2930,23091,15.12
2020-01-10 00:00:00,2931,23233,9.92
2020-01-11 00:00:00,2932,23383,13.13
2020-01-12 00:00:00,2933,23538,15.57
2020-01-13 00:00:00,2934,23699,10.25
2020-01-14 00:00:00,2935,23865,14.42
2020-01-15 00:00:00,2936,24036,15.85
2020-01-16 00:00:00,2937,24212,10.78
2020-01-17 00:00:00,2938,24393,11.52
2020-01-18 00:00:00,2939,24580,9.45
2020-01-19 00:00:00,2940,24770,9.16
2020-01-20 00:00:00,2941,24965,4.56
2020-01-21 00:00:00,2942,25164,4.51
2020-01-22 00:00:00,2943,25366,3.57
2020-01-23 00:00:00,2944,25573,3.54
2020-01-24 00:00:00,2945,25782,3.28
2020-01-25 00:00:00,2946,25996,4.66
2020-01-26 00:00:00,2947,26212,8.04
2020-01-27 00:00:00,2948,26431,9.39
2020-01-28 00:00:00,2949,26654,15.93
2020-01-29 00:00:00,2950,26879,13.76
2020-01-30 00:00:00,2951,27106,10.71
2020-01-31 00:00:00,2952,27336,13.96
2020-02-01 00:00:00,2953,27567,13.82
2020-02-02 00:00:00,2954,27801,11.13
2020-02-03 00:00:00,2955,28037,12.03
2020-02-04 00:00:00,2956,28275,13.54
2020-02-05 00:00:00,2957,28514,3.70
2020-02-06 00:00:00,2958,28754,3.33
2020-02-07 00:00:00,2959,28996,8.51
2020-02-08 00:00:00,2960,29240,10.85
2020-02-09 00:00:00,2961,29484,23.55
2020-02-10 00:00:00,2962,29731,19.92
2020-02-11 00:00:00,2963,29977,18.82
2020-02-12 00:00:00,2964,30225,14.15
2020-02-13 00:00:00,2965,30474,12.79
2020-02-14 00:00:00,2966,30723,7.04
2020-02-15 00:00:00,2967,30973,13.59
2020-02-16 00:00:00,2968,31223,22.35
2020-02-17 00:00:00,2969,31474,16.34
2020-02-18 00:00:00,2970,31726,14.34
2020-02-19 00:00:00,2971,31978,11.89
2020-02-20 00:00:00,2972,32231,14.90
2020-02-21 00:00:00,2973,32483,12.88
2020-02-22 00:00:00,2974,32736,18.68
2020-02-23 00:00:00,2975,32989,22.34
2020-02-24 00:00:00,2976,33242,16.40
2020-02-25 00:00:00,2977,33495,13.00
2020-02-26 00:00:00,2978,33748,11.50
2020-02-27 00:00:00,2979,34001,5.89
2020-02-28 00:00:00,2980,34254,11.56
2020-02-29 00:00:00,2981,34508,16.98
2020-03-01 00:00:00,2982,34761,14.91
2020-03-02 00:00:00,2983,35013,6.73
2020-03-03 00:00:00,2984,35265,8.94
2020-03-04 00:00:00,2985,35517,6.37
2020-03-05 00:00:00,2986,35769,9.28
2020-03-06 00:00:00,2987,36020,8.98
2020-03-07 00:00:00,2988,36271,8.39
2020-03-08 00:00:00,2989,36522,13.53
2020-03-09 00:00:00,2990,36772,7.99
2020-03-10 00:00:00,2991,37022,16.71
2020-03-11 00:00:00,2992,37271,9.19
2020-03-12 00:00:00,2993,37521,15.92
2020-03-13 00:00:00,2994,37769,11.22
2020-03-14 00:00:00,2995,38017,8.46
2020-03-15 00:00:00,2996,38264,11.67
2020-03-16 00:00:00,2997,38512,3.47
2020-03-17 00:00:00,2998,38758,8.66
2020-03-18 00:00:00,2999,39004,9.80
2020-03-19 00:00:00,3000,39250,3.86
2020-03-20 00:00:00,3001,39495,9.60
2020-03-21 00:00:00,3002,39738,11.07
2020-03-22 00:00:00,3003,39982,11.33
2020-03-23 00:00:00,3004,40225,11.34
2020-03-24 00:00:00,3005,40467,8.43
2020-03-25 00:00:00,3006,40709,6.69
2020-03-26 00:00:00,3007,40949,8.80
2020-03-27 00:00:00,3008,41190,8.14
2020-03-28 00:00:00,3009,41429,12.26
2020-03-29 00:00:00,3010,41669,16.41
2020-03-30 00:00:00,3011,41906,6.01
2020-03-31 00:00:00,3012,42143,6.09
2020-04-01 00:00:00,3013,42380,2.65
2020-04-02 00:00:00,3014,42615,7.87
2020-04-03 00:00:00,3015,42850,7.52
2020-04-04 00:00:00,3016,43083,5.80
2020-04-05 00:00:00,3017,43315,10.32
2020-04-06 00:00:00,3018,43547,8.82
2020-04-07 00:00:00,3019,43779,6.05
2020-04-08 00:00:00,3020,44008,1.50
2020-04-09 00:00:00,3021,44237,5.95
2020-04-10 00:00:00,3022,44465,4.48
2020-04-11 00:00:00,3023,44691,3.78
2020-04-12 00:00:00,3024,44917,4.82
2020-04-13 00:00:00,3025,45142,11.72
2020-04-14 00:00:00,3026,45365,4.45
2020-04-15 00:00:00,3027,45587,2.05
2020-04-16 00:00:00,3028,45809,3.62
2020-04-17 00:00:00,3029,46028,6.91
2020-04-18 00:00:00,3030,46247,4.45
2020-04-19 00:00:00,3031,46465,7.78
2020-04-20 00:00:00,3032,46680,12.33
2020-04-21 00:00:00,3033,46894,12.69
2020-04-22 00:00:00,3034,47107,9.75
2020-04-23 00:00:00,3035,47319,4.44
2020-04-24 00:00:00,3036,47529,6.52
2020-04-25 00:00:00,3037,47737,3.91
2020-04-26 00:00:00,3038,47944,2.83
2020-04-27 00:00:00,3039,48149,5.69
2020-04-28 00:00:00,3040,48352,6.47
2020-04-29 00:00:00,3041,48554,7.94
2020-04-30 00:00:00,3042,48753,9.99
2020-05-01 00:00:00,3043,48950,10.96
2020-05-02 00:00:00,3044,49146,8.46
2020-05-03 00:00:00,3045,49339,3.94
2020-05-04 00:00:00,3046,49530,7.19
2020-05-05 00:00:00,3047,49720,7.02
2020-05-06 00:00:00,3048,49906,4.17
2020-05-07 00:00:00,3049,50090,2.84
2020-05-08 00:00:00,3050,50273,1.89
2020-05-09 00:00:00,3051,50452,6.06
2020-05-10 00:00:00,3052,50628,9.04
2020-05-11 00:00:00,3053,50802,14.69
2020-05-12 00:00:00,3054,50975,4.78
2020-05-13 00:00:00,3055,51143,8.47
2020-05-14 00:00:00,3056,51309,6.73
2020-05-15 00:00:00,3057,51472,4.41
2020-05-16 00:00:00,3058,51632,8.00
2020-05-17 00:00:00,3059,51789,6.50
2020-05-18 00:00:00,3060,51942,6.95
2020-05-19 00:00:00,3061,52092,5.75
2020-05-20 00:00:00,3062,52239,3.41
2020-05-21 00:00:00,3063,52382,3.29
2020-05-22 00:00:00,3064,52522,11.68
2020-05-23 00:00:00,3065,52658,11.45
2020-05-24 00:00:00,3066,52791,9.51
2020-05-25 00:00:00,3067,52920,5.80
2020-05-26 00:00:00,3068,53044,3.34
2020-05-27 00:00:00,3069,53165,6.78
2020-05-28 00:00:00,3070,53281,7.79
2020-05-29 00:00:00,3071,53394,5.52
2020-05-30 00:00:00,3072,53502,6.58
2020-05-31 00:00:00,3073,53605,8.17
2020-06-01 00:00:00,3074,53705,6.22
2020-06-02 00:00:00,3075,53800,3.69
2020-06-03 00:00:00,3076,53890,6.01
2020-06-04 00:00:00,3077,53976,9.07
2020-06-05 00:00:00,3078,54057,10.41
2020-06-06 00:00:00,3079,54133,12.62
2020-06-07 00:00:00,3080,54204,7.94
2020-06-08 00:00:00,3081,54271,6.37
2020-06-09 00:00:00,3082,54333,4.59
2020-06-10 00:00:00,3083,54390,3.31
2020-06-11 00:00:00,3084,54441,5.11
2020-06-12 00:00:00,3085,54488,6.68
2020-06-13 00:00:00,3086,54529,3.51
2020-06-14 00:00:00,3087,54565,5.45
2020-06-15 00:00:00,3088,54597,4.20
2020-06-16 00:00:00,3089,54622,3.54
2020-06-17 00:00:00,3090,54642,5.66
2020-06-18 00:00:00,3091,54658,5.24
2020-06-19 00:00:00,3092,54669,5.44
2020-06-20 00:00:00,3093,54673,3.37
2020-06-21 00:00:00,3094,54673,8.15
2020-06-22 00:00:00,3095,54667,4.23
2020-06-23 00:00:00,3096,54656,2.89
2020-06-24 00:00:00,3097,54640,6.27
2020-06-25 00:00:00,3098,54618,8.04
2020-06-26 00:00:00,3099,54591,6.28
2020-06-27 00:00:00,3100,54560,8.33
2020-06-28 00:00:00,3101,54523,10.78
2020-06-29 00:00:00,3102,54480,12.04
2020-06-30 00:00:00,3103,54433,11.08
2020-07-01 00:00:00,3104,54381,9.70
2020-07-02 00:00:00,3105,54324,8.17
2020-07-03 00:00:00,3106,54262,9.58
2020-07-04 00:00:00,3107,54194,13.82
2020-07-05 00:00:00,3108,54123,15.42
2020-07-06 00:00:00,3109,54045,11.08
2020-07-07 00:00:00,3110,53965,7.32
2020-07-08 00:00:00,3111,53878,4.62
2020-07-09 00:00:00,3112,53788,10.72
2020-07-10 00:00:00,3113,53693,7.47
2020-07-11 00:00:00,3114,53593,5.06
2020-07-12 00:00:00,3115,53489,3.15
2020-07-13 00:00:00,3116,53382,2.61
2020-07-14 00:00:00,3117,53270,5.09
2020-07-15 00:00:00,3118,53153,3.77
2020-07-16 00:00:00,3119,53033,6.51
2020-07-17 00:00:00,3120,52909,2.18
2020-07-18 00:00:00,3121,52781,4.65
2020-07-19 00:00:00,3122,52649,5.07
2020-07-20 00:00:00,3123,52514,6.33
2020-07-21 00:00:00,3124,52375,5.05
2020-07-22 00:00:00,3125,52233,3.99
2020-07-23 00:00:00,3126,52087,6.19
2020-07-24 00:00:00,3127,51938,6.03
2020-07-25 00:00:00,3128,51785,8.39
2020-07-26 00:00:00,3129,51630,8.16
2020-07-27 00:00:00,3130,51471,9.45
2020-07-28 00:00:00,3131,51310,9.21
2020-07-29 00:00:00,3132,51145,6.83
2020-07-30 00:00:00,3133,50978,3.40
2020-07-31 00:00:00,3134,50808,7.52
2020-08-01 00:00:00,3135,50636,5.93
2020-08-02 00:00:00,3136,50461,6.47
2020-08-03 00:00:00,3137,50284,4.33
2020-08-04 00:00:00,3138,50104,3.58
2020-08-05 00:00:00,3139,49921,7.02
2020-08-06 00:00:00,3140,49737,2.08
2020-08-07 00:00:00,3141,49550,2.86
2020-08-08 00:00:00,3142,49361,4.14
2020-08-09 00:00:00,3143,49171,5.69
2020-08-10 00:00:00,3144,48977,5.07
2020-08-11 00:00:00,3145,48783,5.44
2020-08-12 00:00:00,3146,48586,5.21
2020-08-13 00:00:00,3147,48388,3.37
2020-08-14 00:00:00,3148,48187,4.23
2020-08-15 00:00:00,3149,47985,1.96
2020-08-16 00:00:00,3150,47781,6.21
2020-08-17 00:00:00,3151,47576,4.54
2020-08-18 00:00:00,3152,47369,6.24
2020-08-19 00:00:00,3153,47160,7.12
2020-08-20 00:00:00,3154,46951,7.57
2020-08-21 00:00:00,3155,46739,9.76
2020-08-22 00:00:00,3156,46527,12.10
2020-08-23 00:00:00,3157,46313,9.78
2020-08-24 00:00:00,3158,46097,8.34
2020-08-25 00:00:00,3159,45881,12.01
2020-08-26 00:00:00,3160,45663,17.22
2020-08-27 00:00:00,3161,45444,4.57
2020-08-28 00:00:00,3162,45225,7.76
2020-08-29 00:00:00,3163,45003,7.77
2020-08-30 00:00:00,3164,44781,10.56
2020-08-31 00:00:00,3165,44558,4.85
2020-09-01 00:00:00,3166,44334,3.14
2020-09-02 00:00:00,3167,44109,2.60
2020-09-03 00:00:00,3168,43883,11.29
2020-09-04 00:00:00,3169,43656,8.08
2020-09-05 00:00:00,3170,43428,8.52
2020-09-06 00:00:00,3171,43199,6.16
2020-09-07 00:00:00,3172,42969,6.91
2020-09-08 00:00:00,3173,42738,6.96
2020-09-09 00:00:00,3174,42508,7.94
2020-09-10 00:00:00,3175,42275,1.03
2020-09-11 00:00:00,3176,42042,3.41
2020-09-12 00:00:00,3177,41808,7.94
2020-09-13 00:00:00,3178,41574,6.29
2020-09-14 00:00:00,3179,41339,3.92
2020-09-15 00:00:00,3180,41103,3.67
2020-09-16 00:00:00,3181,40866,8.85
2020-09-17 00:00:00,3182,40628,8.17
2020-09-18 00:00:00,3183,40391,8.91
2020-09-19 00:00:00,3184,40151,7.36
2020-09-20 00:00:00,3185,39912,6.83
2020-09-21 00:00:00,3186,39672,3.00
2020-09-22 00:00:00,3187,39432,2.49
2020-09-23 00:00:00,3188,39190,9.99
2020-09-24 00:00:00,3189,38948,11.28
2020-09-25 00:00:00,3190,38706,12.40
2020-09-26 00:00:00,3191,38463,5.46
2020-09-27 00:00:00,3192,38220,6.02
2020-09-28 00:00:00,3193,37976,4.04
2020-09-29 00:00:00,3194,37732,4.17
2020-09-30 00:00:00,3195,37487,6.53
2020-10-01 00:00:00,3196,37242,11.44
2020-10-02 00:00:00,3197,36996,11.10
2020-10-03 00:00:00,3198,36749,7.30
2020-10-04 00:00:00,3199,36503,14.47
2020-10-05 00:00:00,3200,36256,11.80
2020-10-06 00:00:00,3201,36009,11.96
2020-10-07 00:00:00,3202,35761,9.90
2020-10-08 00:00:00,3203,35513,16.53
2020-10-09 00:00:00,3204,35265,6.75
2020-10-10 00:00:00,3205,35016,10.41
2020-10-11 00:00:00,3206,34767,7.88
2020-10-12 00:00:00,3207,34518,5.35
2020-10-13 00:00:00,3208,34269,7.21
2020-10-14 00:00:00,3209,34020,9.22
2020-10-15 00:00:00,3210,33770,7.83
2020-10-16 00:00:00,3211,33521,5.14
2020-10-17 00:00:00,3212,33271,1.61
2020-10-18 00:00:00,3213,33021,3.61
2020-10-19 00:00:00,3214,32771,5.82
2020-10-20 00:00:00,3215,32522,12.26
2020-10-21 00:00:00,3216,32272,15.94
2020-10-22 00:00:00,3217,32024,9.84
2020-10-23 00:00:00,3218,31775,6.76
2020-10-24 00:00:00,3219,31526,11.62
2020-10-25 00:00:00,3220,31278,10.51
2020-10-26 00:00:00,3221,31031,10.99
2020-10-27 00:00:00,3222,30784,12.06
2020-10-28 00:00:00,3223,30537,12.40
2020-10-29 00:00:00,3224,30292,9.82
2020-10-30 00:00:00,3225,30047,12.91
2020-10-31 00:00:00,3226,29803,11.20
2020-11-01 00:00:00,3227,29560,14.22
2020-11-02 00:00:00,3228,29317,16.78
2020-11-03 00:00:00,3229,29076,13.12
2020-11-04 00:00:00,3230,28836,4.96
2020-11-05 00:00:00,3231,28598,4.15
2020-11-06 00:00:00,3232,28361,6.23
2020-11-07 00:00:00,3233,28125,5.12
2020-11-08 00:00:00,3234,27892,6.94
2020-11-09 00:00:00,3235,27659,5.63
2020-11-10 00:00:00,3236,27429,3.60
2020-11-11 00:00:00,3237,27201,6.02
2020-11-12 00:00:00,3238,26975,10.92
2020-11-13 00:00:00,3239,26751,11.67
2020-11-14 00:00:00,3240,26529,10.77
2020-11-15 00:00:00,3241,26312,16.80
2020-11-16 00:00:00,3242,26095,12.24
2020-11-17 00:00:00,3243,25882,13.67
2020-11-18 00:00:00,3244,25672,10.81
2020-11-19 00:00:00,3245,25466,10.91
2020-11-20 00:00:00,3246,25263,6.02
2020-11-21 00:00:00,3247,25064,13.39
2020-11-22 00:00:00,3248,24869,6.99
2020-11-23 00:00:00,3249,24677,5.21
2020-11-24 00:00:00,3250,24491,8.31
2020-11-25 00:00:00,3251,24308,9.21
2020-11-26 00:00:00,3252,24131,2.21
2020-11-27 00:00:00,3253,23957,4.05
2020-11-28 00:00:00,3254,23789,6.79
2020-11-29 00:00:00,3255,23626,3.82
2020-11-30 00:00:00,3256,23470,10.30
2020-12-01 00:00:00,3257,23318,13.33
2020-12-02 00:00:00,3258,23172,1.69
2020-12-03 00:00:00,3259,23033,10.23
2020-12-04 00:00:00,3260,22899,13.38
2020-12-05 00:00:00,3261,22772,7.55
2020-12-06 00:00:00,3262,22651,4.18
2020-12-07 00:00:00,3263,22537,8.68
2020-12-08 00:00:00,3264,22431,5.17
2020-12-09 00:00:00,3265,22332,6.09
2020-12-10 00:00:00,3266,22239,7.25
2020-12-11 00:00:00,3267,22155,11.46
2020-12-12 00:00:00,3268,22078,5.67
2020-12-13 00:00:00,3269,22009,8.97
2020-12-14 00:00:00,3270,21947,13.06
2020-12-15 00:00:00,3271,21894,7.41
2020-12-16 00:00:00,3272,21850,10.10
2020-12-17 00:00:00,3273,21812,11.97
2020-12-18 00:00:00,3274,21784,11.85
2020-12-19 00:00:00,3275,21763,13.76
2020-12-20 00:00:00,3276,21751,10.18
2020-12-21 00:00:00,3277,21748,14.10
2020-12-22 00:00:00,3278,21753,7.98
2020-12-23 00:00:00,3279,21765,8.88
2020-12-24 00:00:00,3280,21787,9.21
2020-12-25 00:00:00,3281,21817,7.90
2020-12-26 00:00:00,3282,21855,12.64
2020-12-27 00:00:00,3283,21901,18.78
2020-12-28 00:00:00,3284,21956,7.72
2020-12-29 00:00:00,3285,22018,5.89
2020-12-30 00:00:00,3286,22089,8.60
2020-12-31 00:00:00,3287,22167,1.61
